time,vx,vy,vz,wx,wy,wz,x,y,z,phi,theta,psi,vxdot,vydot,vzdot,wxdot,wydot,wzdot,xdot,ydot,zdot,phidot,thetadot,psidot,fx,fy,fz,tauz,x_ref,y_ref,z_ref,psi_ref,x_error,y_error,z_error,psi_error,v_fx,v_fy,v_fz,v_tz,solve_time,metadata
0.01,-0.0001541927782506781,0.0,0.0021160579214938207,0.0,-0.0011982601675938895,0.0,2.3,1.0,-1.5,0.0,0.0,0.0,-0.015419277825067811,0.0,0.21160579214938208,0.0,-0.11982601675938895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033927196216615137,0.0,0.03796207911159915,0.0,2.3,1.0,-1.5,0.0,2.3001541927782503,1.0,-1.5021160579214938,0.0,0.0,0.0,0.0,0.0,47226553,2500.0
0.02,-0.0003083058020041405,0.0,0.004226456415639599,0.0,-0.0023948958282643713,0.0,2.2999984580722175,1.0,-1.4999788394207851,0.0,-1.1982601675938896e-05,0.0,-0.015411302375346238,0.0,0.21103984941457785,0.0,-0.11966356606704817,0.0,-0.0001541927782506781,0.0,0.0021160579214938207,0.0,-0.0011982601675938895,0.0,-0.0033927196216615137,0.0,0.03796207911159915,0.0,2.299996052161487,1.0,-1.4974867300112964,0.0,2.300304357963491,1.0,-1.501713186426936,0.0,0.0,0.0,0.0,0.0,47226553,0.01
0.03,-0.0005792702932475927,0.0,0.007833877487813664,0.0,-0.00449743510648935,0.0,2.299995374507758,1.0,-1.499936574893575,0.0,-3.593155995858261e-05,0.0,-0.02709644912434521,0.0,0.3607421072174064,0.0,-0.21025392782249785,0.0,-0.0003083564459257349,0.0,0.004226452721030556,0.0,-0.0023948958282643713,0.0,-0.005965746499558919,0.0,0.06491984149560551,0.0,2.2999842086849096,1.0,-1.4949734848275529,0.0,2.300563478978157,1.0,-1.5028073623153666,0.0,0.0,0.0,0.0,0.0,63698445,"[[20]
 [30]
 [30]
 [30]]"
0.04,-0.000849967110536093,0.0,0.01143166948839123,0.0,-0.006594688140588424,0.0,2.299989578989995,1.0,-1.4998582363268882,0.0,-8.09059110234761e-05,0.0,-0.02706968172885002,0.0,0.3597792000577566,0.0,-0.20972530340990747,0.0,-0.0005795517763122523,0.0,0.007833856668671325,0.0,-0.00449743510648935,0.0,-0.005965746499558919,0.0,0.06491984149560551,0.0,2.29996446968716,1.0,-1.4924602892534848,0.0,2.300814436797696,1.0,-1.503891958741876,0.0,0.0,0.0,0.0,0.0,63698445,0
0.05,-0.0012112868007260107,0.0,0.01606829426830078,0.0,-0.00939146050062169,0.0,2.299981070070021,1.0,-1.499743920320052,0.0,-0.00014685279242936035,0.0,-0.03613196901899177,0.0,0.463662477990955,0.0,-0.2796772360033266,0.0,-0.0008508919973877184,0.0,0.011431600683613367,0.0,-0.006594688140588424,0.0,-0.007967366274638843,0.0,0.08372853578905565,0.0,2.299936835363053,1.0,-1.4899471680933178,0.0,2.301148122163779,1.0,-1.5060154623616187,0.0,0.0,0.0,0.0,0.0,62245834,0
0.06,-0.0015719344562950609,0.0,0.020692584090582656,0.0,-0.01217776247708792,0.0,2.2999689336054057,1.0,-1.49958323915791,0.0,-0.00024076739743557725,0.0,-0.03606476555690501,0.0,0.46242898222818746,0.0,-0.27863019764662283,0.0,-0.0012136464615392563,0.0,0.01606811621418995,0.0,-0.00939146050062169,0.0,-0.007967366274638843,0.0,0.08372853578905565,0.0,2.2999013059853284,1.0,-1.4874341461505434,0.0,2.3014732404416236,1.0,-1.508126730241126,0.0,0.0,0.0,0.0,0.0,62245834,0
0.07,-0.0020035879690824014,0.0,0.02601708970790955,0.0,-0.015509064168738079,0.0,2.2999531644403026,1.0,-1.4993763171077075,0.0,-0.00036254502220645643,0.0,-0.04316535127873405,0.0,0.5324505617326895,0.0,-0.33313016916501587,0.0,-0.0015769165103029462,0.0,0.020692205020254754,0.0,-0.01217776247708792,0.0,-0.009548111725154256,0.0,0.09651066572729236,0.0,2.2998578819046473,1.0,-1.4849212482276735,0.0,2.30186146987373,1.0,-1.510938337935583,0.0,0.0,0.0,0.0,0.0,65813361,0
0.08,-0.002433954194048816,0.0,0.031327495320516,0.0,-0.01882355270247306,0.0,2.299933034238267,1.0,-1.4991161534916349,0.0,-0.0005176356638938373,0.0,-0.04303662249664144,0.0,0.5310405612606451,0.0,-0.3314488533734982,0.0,-0.0020130202035669818,0.0,0.026016361607252,0.0,-0.015509064168738079,0.0,-0.009548111725154256,0.0,0.09651066572729236,0.0,2.2998065635495872,1.0,-1.4824084991259958,0.0,2.3022405177436363,1.0,-1.5137359944465119,0.0,0.0,0.0,0.0,0.0,65813361,0
0.09,-0.0029199844761406764,0.0,0.03708828683819458,0.0,-0.022562319920177525,0.0,2.2999085325373065,1.0,-1.4988028911794147,0.0,-0.0007058711909185679,0.0,-0.04860302820918604,0.0,0.576079151767858,0.0,-0.3738767217704466,0.0,-0.002450170096078035,0.0,0.031326231222028045,0.0,-0.01882355270247306,0.0,-0.010806495132558332,0.0,0.10484224944926145,0.0,2.2997473514266398,1.0,-1.47989592364533,0.0,2.3026673359027803,1.0,-1.5169842104835245,0.0,0.0,0.0,0.0,0.0,67320346,0
0.1,-0.003403951037468742,0.0,0.042833910553272,0.0,-0.026277047343360505,0.0,2.2998790709043093,1.0,-1.4984320290147572,0.0,-0.0009314943901203432,0.0,-0.04839665613280656,0.0,0.5745623715077416,0.0,-0.3714727423182979,0.0,-0.002946163299719126,0.0,0.03708621646575029,0.0,-0.022562319920177525,0.0,-0.010806495132558332,0.0,0.10484224944926145,0.0,2.2996802461202055,1.0,-1.4773835465837815,0.0,2.3030841971576743,1.0,-1.5202174571370535,0.0,0.0,0.0,0.0,0.0,67320346,0
