time,vx,vy,vz,wx,wy,wz,x,y,z,phi,theta,psi,vxdot,vydot,vzdot,wxdot,wydot,wzdot,xdot,ydot,zdot,phidot,thetadot,psidot,fx,fy,fz,tauz,x_ref,y_ref,z_ref,psi_ref,x_error,y_error,z_error,psi_error,v_fx,v_fy,v_fz,v_tz,solve_time,metadata
0.01,-6.745934048669469e-05,0.0004772054139974106,0.0009257885487828858,-0.0037084502000711166,-0.0005242388233380478,0.0005153753650575503,1.85,1.0,-1.5,0.0,0.0,0.0,-0.006745934048669468,0.04772054139974106,0.09257885487828857,-0.37084502000711167,-0.05242388233380478,0.05153753650575503,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014843148345214244,0.010500000000000002,0.01660864656516497,0.00030000000000000003,1.85,1.0,-1.5,0.0,1.8500674593404869,0.9995227945860026,-1.5009257885487828,0.0037084502000711166,0.0,0.0,0.0,0.0,55141836,2500.0
0.02,-0.00013488722048629164,0.0009542109722548904,0.0018491222100676698,-0.007411863065748427,-0.0010477652723141831,0.0010299875389715176,1.8499993254065952,1.00000477205414,-1.4999907421145122,-3.708450200071117e-05,-5.242388233380478e-06,5.153753650575503e-06,-0.006742787999959695,0.047700555825747976,0.0923333661284784,-0.37034128656773097,-0.05235264489761353,0.051461217391396745,-6.745934048669469e-05,0.0004772054139974106,0.0009257885487828858,-0.0037084502000711166,-0.0005242388233380478,0.0005153753650575503,-0.0014843148345214244,0.010500000000000002,0.01660864656516497,0.00030000000000000003,1.8499982728206503,1.001099555620058,-1.498900444379942,0.0031415926535897933,1.8501331600411366,1.000145344647803,-1.5007495665900097,0.01055345571933822,0.0,-0.023747808814503772,0.0,-0.0040468509082561294,55141836,0.01
0.03,-0.00025249230395546545,0.0017651290837409567,0.0034537093129543943,-0.01370233313971327,-0.0019601937247857434,0.0019046004074501411,1.8499979763882728,1.0000143148426415,-1.4999722512533602,-0.00011120318665617793,-1.571965898356815e-05,1.5454017591883e-05,-0.01176050834691738,0.08109181114860664,0.16045871028867245,-0.6290470073964842,-0.09124284524715605,0.08746128684786234,-0.00013490183223533722,0.0009542788501368922,0.0018490861152008695,-0.007411868465546675,-0.001047727075018767,0.0010300263941307496,-0.0025889886478183406,0.01785,0.028873463393878064,0.00051,1.8499930912996478,1.0021991003879456,-1.4978008996120544,0.006283185307179587,1.8502455836036034,1.0004339713042045,-1.5012546089250087,0.019985518446892857,0.0,-0.022634319098700242,0.0,-0.004101421868081177,69234410,"[[20]
 [30]
 [30]
 [30]]"
0.04,-0.0003700150423437097,0.00257569740240521,0.005054217379408307,-0.01997664075685263,-0.0028703033563386346,0.0027779181096469767,1.8499954506495107,1.0000319699349738,-1.4999377161630192,-0.00024822681748426354,-3.5319478133883565e-05,3.450220134885713e-05,-0.011752273838824425,0.08105683186642533,0.16005080664539126,-0.6274307617139361,-0.09101096315528913,0.08733177021968357,-0.00025257387621188774,0.0017655092332373246,0.003453509034101677,-0.013702363082808559,-0.0019599819150315414,0.0019048183756974132,-0.0025889886478183406,0.01785,0.028873463393878064,0.00051,1.8499844554881324,1.0032986234516004,-1.4967013765483996,0.00942477796076938,1.8503544705304762,1.0007229260491952,-1.501755593927808,0.02940141871762201,0.0,-0.021866972438250174,0.0,-0.004175561660225872,69234410,0
0.05,-0.0005253745258372314,0.0036197748977975525,0.0071443594813936475,-0.02804547575964951,-0.0040719444606950855,0.0039024764923810164,1.8499917478250893,1.000057739326387,-1.4998871805150726,-0.00044799420645058575,-6.401561527533384e-05,6.228850646942986e-05,-0.01553594834935217,0.10440774953923426,0.20901421019853408,-0.8068835002796881,-0.12016411043564505,0.11245583827340395,-0.00037028244213932904,0.0025769391413089176,0.005053564794643868,-0.01997673889663222,-0.0028696137141450274,0.0027786305120572723,-0.0034236414323571118,0.022995,0.03772820165917788,0.000657,1.8499723654713356,1.0043981139591733,-1.4956018860408267,0.012566370614359173,1.850497739997173,1.0007783390613758,-1.5027462455222202,0.040611846374008685,0.0,-0.021203871602154166,0.0,-0.004255751375513948,72282658,0
0.06,-0.0006805457526131551,0.0046632100256341555,0.009229535915435044,-0.036082858298873116,-0.005269002249297311,0.005025369578214323,1.8499864872506877,1.0000939687504449,-1.4998157534802774,-0.0007284514634089488,-0.00010471757292810358,0.00010133150963179087,-0.015517122677592376,0.10434351278366033,0.20851764340413975,-0.803738253922361,-0.11970577886022257,0.11228930858333064,-0.0005260574401641693,0.0036229424058007147,0.007142703479523852,-0.028045725695836302,-0.004070195765276974,0.003904300316236101,-0.0034236414323571118,0.022995,0.03772820165917788,0.000657,1.8499568213685813,1.0054975610591372,-1.4945024389408628,0.015707963267948967,1.8506373671211944,1.0008343510335032,-1.5037319748562978,0.05179082156682208,0.0,-0.02053795330016757,0.0,-0.004336760829270759,72282658,0
0.07,-0.0008644207792146206,0.005869641346038033,0.011657004096161709,-0.04535254506960743,-0.006685059279016052,0.006323373583408584,1.849979667399735,1.0001406673801863,-1.4997234928279863,-0.0010892853128606384,-0.00015737097406632347,0.00015162357447692868,-0.018387502660146555,0.12064313204038782,0.24274681807266654,-0.9269686770734316,-0.14160570297187405,0.12980040051942607,-0.0006819850952719777,0.0046698629741334435,0.009226065229095474,-0.03608338494516897,-0.005265340113821989,0.005029206484513783,-0.004060166840747651,0.026596500000000002,0.04395402080276414,0.0007598999999999999,1.849937823333283,1.006596953900393,-1.493403046099607,0.01884955592153876,1.8508022441124976,1.000727312554355,-1.5050600501957687,0.06420210099114619,0.0,-0.01982416135903035,0.0,-0.004416698716299432,70207802,0
0.08,-0.0010479470748943084,0.007074977469237621,0.014079203295520275,-0.054572676580389785,-0.008093784721146817,0.0076194554455819245,1.8499709959384738,1.0001994894227104,-1.4996069881551009,-0.0015428207261651461,-0.00022415264762985345,0.00021493009293465547,-0.01835262956796878,0.12053361231995874,0.24221991993585656,-0.9220131510782354,-0.14087254421307657,0.12960818621733408,-0.0008671461261180971,0.005882204252412112,0.011650467288544752,-0.04535354133045076,-0.006678167356352998,0.006330651845772677,-0.004060166840747651,0.026596500000000002,0.04395402080276414,0.0007598999999999999,1.8499153715529444,1.0076962816323767,-1.4923037183676233,0.021991148575128554,1.8509633186278387,1.000621304163139,-1.5063829216631437,0.07656382515551834,0.0,-0.019045412536494777,0.0,-0.004495013077258105,70207802,0
0.09,-0.0012532277287962282,0.008393685372426546,0.016731795035952964,-0.06462421637511101,-0.009665949147951887,0.00903735963628096,1.849960469680905,1.00027045406921,-1.4994663077964199,-0.00208856459915063,-0.00030497284402213255,0.0002912494311636841,-0.020528065390191984,0.13187079031889254,0.265259174043269,-1.005153979472122,-0.157216442680507,0.14179041906990353,-0.001052625756868627,0.007096464649965009,0.014068035868107608,-0.054574387298548396,-0.008082019639227908,0.007631933822902865,-0.004547764483244884,0.029117550000000002,0.04817661889303466,0.0008319299999999999,1.849889466249155,1.0087955334051681,-1.4912044665948319,0.025132741228718346,1.8511426939779512,1.0004018480327417,-1.5079362616307848,0.08975695760382936,0.0,-0.018196713383736806,0.0,-0.004571660007783368,68239687,0
0.1,-0.0014579580384931551,0.00971073234290045,0.01937924555331212,-0.07460624972579763,-0.011227684112440326,0.010453164130343022,1.849947861882593,1.0003547365255183,-1.49929916934818,-0.002734834385902939,-0.00040144337372560734,0.00038182471407457763,-0.0204730309696927,0.13170469704739055,0.2647450517359158,-0.9982033350686617,-0.15617349644884398,0.14158044940620612,-0.001260779831209734,0.008428245630828068,0.0167138448239863,-0.06462697867523093,-0.00964705297034748,0.009057528291089351,-0.004547764483244884,0.029117550000000002,0.04817661889303466,0.0008319299999999999,1.8498601076775898,1.0098946983695956,-1.4901053016304044,0.02827433388230814,1.851318065716083,1.0001839660266951,-1.5094845471837166,0.10288058360810577,0.0,-0.017277863340118747,0.0,-0.004646756432250982,68239687,0
0.11,-0.0016790391063319105,0.011106162481460811,0.02217285835680198,-0.08513185708777699,-0.01290930735002713,0.01195349117469905,1.84993316733446,1.000452367871785,-1.4991056490579504,-0.003480938969807466,-0.0005134339186024191,0.00048666303109628557,-0.022108106783875526,0.13954301385603612,0.27936128034898583,-1.0525607361979348,-0.1681623237586804,0.15003270443560288,-0.0014694548133225346,0.009763134626669953,0.019352029022977113,-0.07461045839045267,-0.01119905448768117,0.010483831702170791,-0.004921251976871403,0.030882285000000002,0.05088501406856798,0.000882351,1.849827296128006,1.010993765677345,-1.489006234322655,0.031415926535897934,1.851506335234338,0.9998876031958841,-1.511179092679457,0.11654778362367492,0.0,-0.016290218718409435,0.0,-0.004720439339809628,65966437,0
0.12,-0.0018993432429523615,0.012499315106925315,0.024961759491285665,-0.09556685751479695,-0.014577160530507472,0.013451596466929611,1.8499162088789485,1.0005641924060347,-1.4988843170656039,-0.004332319144315793,-0.0006421101171049618,0.0006066465986630518,-0.022030413662045098,0.13931526254645032,0.2788901134483684,-1.043500042701996,-0.16678531804803412,0.14981052922305607,-0.001695845551141061,0.01118245342498304,0.022133199234651173,-0.0851380174508327,-0.012867619850254277,0.011998356756676628,-0.004921251976871403,0.030882285000000002,0.05088501406856798,0.000882351,1.8497910319242405,1.0120927244810654,-1.4879072755189346,0.034557519189487726,1.851690375167193,0.99959340937414,-1.5128690350102203,0.13012437670428467,0.0,-0.015235353440568457,0.0,-0.004792814124293324,65966437,0
0.13,-0.002131725527366604,0.013946143791622222,0.02783386314297692,-0.10633689855509687,-0.01633010223718612,0.015008116693429364,1.849896979039206,1.000690254161291,-1.4986352555689713,-0.005288074498236906,-0.0007872975901533695,0.000741792855971581,-0.023238228441424258,0.14468286846969075,0.2872103651691254,-1.077004104029993,-0.17529417066786473,0.15565202264997538,-0.0019229839742660806,0.012606175525634278,0.02490614966326922,-0.09557553539211129,-0.014518747304840767,0.013514625730852917,-0.005205952019454801,0.0321175995,0.05245573265638802,0.0009176456999999999,1.8497513154242062,1.013191563934477,-1.486808436065523,0.03769911184307752,1.8518830409515727,0.9992454201428549,-1.5146422992084998,0.14403601039817437,0.0,-0.014114580692128446,0.0,-0.00486394096167906,68230022,0
0.14,-0.0023630940903646923,0.01539008396535786,0.030701883824296995,-0.11699459905434098,-0.01806577809968485,0.016562331954398723,1.8498753387029683,1.000831169503964,-1.4983576751773167,-0.006351562320567479,-0.0009498026925848689,0.0008927355152232401,-0.023136856299808828,0.1443940173735639,0.28680206813200754,-1.0657700499244112,-0.1735675862498728,0.1554215260969359,-0.002164033623763541,0.014091534267297876,0.0277580391654632,-0.10634878223305723,-0.016250510243149947,0.01509426592516591,-0.005205952019454801,0.0321175995,0.05245573265638802,0.0009176456999999999,1.849708147019889,1.0142902731924786,-1.4857097268075214,0.04084070449666731,1.8520712411102538,0.9989001892271206,-1.5164116106318184,0.15783530355100828,0.0,-0.012928844548970498,0.0,-0.004933836653473321,68230022,0
0.15,-0.002603119145683283,0.016870236043005717,0.03360633452335851,-0.1278345023653666,-0.019858284458179467,0.018156689040561426,1.8498512779784766,1.0009869958576754,-1.4980516626189533,-0.0075216667073127385,-0.0011294048697521,0.0010595030206240893,-0.024002505531859026,0.1480152077647857,0.2904450699061516,-1.0839903311025618,-0.17925063584946183,0.15943570861627013,-0.002406072449158926,0.015582635371139592,0.030601255836334863,-0.11701043867452597,-0.017960217716723115,0.01667675054008491,-0.005420708986017338,0.03298231965,0.053175900852915195,0.0009423519900000001,1.8496615271373436,1.0153888414112526,-1.4846111585887474,0.04398229715025711,1.8522646462830268,0.9985186053682469,-1.518217493112106,0.1718167995156237,0.0,-0.01167875420930791,0.0,-0.005002481969558301,72290826,0
