timestamp;tag;duration;package_0;core_0
1729802067.7799568;start;0.0014278888702392578;33997.0;26917.0
1729802067.782136;start;0.0010709762573242188;18555.0;14221.0
1729802067.784019;start;0.0009877681732177734;53344.0;42786.0
1729802067.7857528;start;0.0011577606201171875;0.0;0.0
1729802067.7878385;start;0.0014827251434326172;19470.0;11169.0
1729802067.7905736;start;0.001481771469116211;36132.0;22828.0
1729802067.7929807;start;0.0013055801391601562;13366.0;18432.0
1729802067.7953064;start;0.0013108253479003906;27160.0;16297.0
1729802067.7973933;start;0.0009789466857910156;29480.0;22766.0
1729802067.799185;start;0.0009648799896240234;45838.0;35156.0
1729802067.800854;start;0.0009706020355224609;0.0;0.0
1729802067.8026118;start;0.0011146068572998047;23926.0;17517.0
1729802067.8049557;start;0.0017681121826171875;41260.0;25818.0
1729802067.8080175;start;0.0016298294067382812;59875.0;40710.0
1729802067.8106966;start;0.0014162063598632812;35827.0;28015.0
1729802067.8131194;start;0.0010111331939697266;18005.0;11292.0
1729802067.8150535;start;0.0013108253479003906;17089.0;10376.0
1729802067.8174012;start;0.0015377998352050781;12390.0;6897.0
1729802067.8201144;start;0.0015625953674316406;29052.0;16418.0
1729802067.8226964;start;0.0013279914855957031;41138.0;25574.0
1729802067.8249416;start;0.0014491081237792969;14953.0;9216.0
1729802067.827367;start;0.0013742446899414062;28626.0;16846.0
1729802067.8298118;start;0.001066446304321289;22156.0;14221.0
1729802067.8316154;start;0.0009458065032958984;24964.0;19348.0
1729802067.8332705;start;0.0009496212005615234;48278.0;18188.0
1729802067.8349695;start;0.0010137557983398438;32532.0;25268.0
1729802067.8367572;start;0.0013728141784667969;45166.0;32776.0
1729802067.839219;start;0.0014600753784179688;29113.0;18188.0
1729802067.8416119;start;0.0014567375183105469;26734.0;16480.0
1729802067.8440309;start;0.001308441162109375;16601.0;10010.0
1729802067.8463137;start;0.0014338493347167969;21424.0;12390.0
1729802067.848775;start;0.0013918876647949219;15381.0;8728.0
1729802067.8511496;start;0.0010037422180175781;31249.0;21973.0
1729802067.85289;start;0.0012748241424560547;21912.0;15747.0
1729802067.8552358;start;0.001352548599243164;15198.0;9277.0
1729802067.857547;start;0.0013778209686279297;21667.0;13183.0
1729802067.8598957;start;0.0013072490692138672;16967.0;10559.0
1729802067.86203;start;0.0010287761688232422;26489.0;20507.0
1729802067.8637514;start;0.0009946823120117188;42908.0;33020.0
1729802067.8654265;start;0.0009446144104003906;38635.0;30396.0
1729802067.8671224;start;0.0010187625885009766;29113.0;23193.0
1729802067.8690536;start;0.0019071102142333984;0.0;0.0
1729802067.8722022;start;0.00154876708984375;26855.0;15503.0
1729802067.8748956;start;0.0013222694396972656;33020.0;19653.0
1729802067.8771515;start;0.0012714862823486328;17029.0;20020.0
1729802067.8793747;start;0.001241922378540039;18250.0;11230.0
1729802067.8815289;start;0.0013484954833984375;32165.0;19592.0
1729802067.8838103;start;0.0009696483612060547;36499.0;26795.0
1729802067.8855019;start;0.0011601448059082031;20813.0;16662.0
1729802067.8875356;start;0.001468658447265625;54260.0;41382.0
1729802067.890078;start;0.001703500747680664;20874.0;12756.0
1729802067.8927412;start;0.0013608932495117188;14221.0;8667.0
1729802067.8951516;start;0.001306295394897461;36316.0;21667.0
1729802067.8974178;start;0.0011632442474365234;18982.0;13550.0
1729802067.8992834;start;0.001123666763305664;50293.0;40161.0
1729802067.9011097;start;0.0009739398956298828;28442.0;21911.0
1729802067.903118;start;0.0015742778778076172;0.0;0.0
1729802067.9058669;start;0.0015857219696044922;0.0;0.0
1729802067.908382;start;0.0012831687927246094;20080.0;12207.0
1729802067.910654;start;0.0014433860778808594;18310.0;10925.0
1729802067.9131634;start;0.00139617919921875;18127.0;9949.0
1729802067.9153135;start;0.0009870529174804688;30090.0;23254.0
1729802067.9170027;start;0.0010704994201660156;20386.0;15625.0
