time,vx,vy,vz,wx,wy,wz,x,y,z,phi,theta,psi,vxdot,vydot,vzdot,wxdot,wydot,wzdot,xdot,ydot,zdot,phidot,thetadot,psidot,fx,fy,fz,tauz,x_error,y_error,z_error,psi_error,solve_time,metadata
0.0,0.0005157194527296708,0.0005581802059921906,-0.0010373893425060705,-0.004455983199265378,-0.0016241914046130305,0.005403606500601366,-2.9805665779113766,0.07118071727454661,-1.098205658197403,0.040833174389168884,0.16570130952945722,0.03557724162124577,0.03407992089802558,-0.018593378528467545,0.006193205146128703,-0.004455983199265378,-0.0016241914046130305,0.005403606500601366,0.0003198852604926209,0.0006118284613570433,-0.001084918291035548,-0.0038053665823671173,-0.0023383525797258994,0.0043210125608080215,0.0,0.0,0.0,0.0,-2.9805665779113766,0.07118071727454661,-1.098205658197403,0.03557724162124577,0.0,0.05
0.05,0.001104377848740816,0.0020447301688658196,-0.002875447415047976,-0.014840527884684679,-0.005229922078392952,0.010230217880245971,-2.9804316311578747,0.07168371031146496,-1.0987504025503396,0.03876406354194593,0.16484182221281138,0.03721319403012671,0.04023825009162544,0.07618914499458206,-0.12961008122198533,-0.014840527884684679,-0.005229922078392952,0.010230217880245971,0.0005503158321072507,0.0021766114338866035,-0.002937394233631524,-0.010202282497207104,-0.003908775301015589,0.009137414822973495,2.5281197386818857,0.03604190033126492,-0.15063385208635194,-0.0041242274957208926,-2.9804316311578747,0.07168371031146496,-1.0987504025503396,0.03721319403012671,0.0,345.0
0.1,0.0014776526382690187,0.0015950289443100894,-0.002261889864658545,-0.01487392049082192,-0.002727549821239366,0.009625897073372068,-2.980018852636242,0.07201991244990005,-1.0993721276582598,0.0368959289500935,0.16512382320436997,0.03810989281404615,0.006924860863103298,-0.008342696847948574,0.011382501007698742,-0.01487392049082192,-0.002727549821239366,0.009625897073372068,0.0010309761339409344,0.001717907240100179,-0.002414457151839931,-0.011929247227355447,-0.0034864241249856136,0.009674497165802903,2.532162140866478,0.019386007576216502,-0.1480329390379731,-0.004793835051946581,-2.980018852636242,0.07201991244990005,-1.0993721276582598,0.03810989281404615,0.0,0.0
0.15000000000000002,0.017453101646828683,0.006567965130897141,-0.011466114061434137,-0.06835696420283507,0.028752550956446604,0.021625422969699923,-2.9787813932296916,0.07267862932130884,-1.1006829957703248,0.032136390245888546,0.16738235165820753,0.04007299907232436,6.204557666544774,1.9266129567158283,-3.53135504633024,-0.06835696420283507,0.028752550956446604,0.021625422969699923,0.01504498803484357,0.007541781093512331,-0.013999663127875117,-0.013173712715115497,-0.005622458699239126,0.010157542705212843,2.5284241689653686,0.01465781927752316,-0.14809757843986315,-0.004820149141641183,-2.9787813932296916,0.07267862932130884,-1.1006829957703248,0.04007299907232436,0.0,0.0
0.2,0.013517368051808028,0.008297911473250118,-0.007589797370015877,-0.07161094981800645,0.03315138875738321,0.015120998373491484,-2.9770050480942674,0.07329318200557704,-1.1019829590423813,0.026985947204748152,0.17133682752489326,0.04066440927722121,0.16467769528929319,0.6219165734303429,-0.018411647966047506,-0.07161094981800645,0.03315138875738321,0.015120998373491484,0.011708517909081615,0.00898309816100004,-0.0095600289636794,-0.019269575735655027,-0.002273931511992901,0.01222699953862835,2.470330316138023,-0.048664107342580795,-0.1364902795773441,-0.006274466141746725,-2.9770050480942674,0.07329318200557704,-1.1019829590423813,0.04066440927722121,0.0,0.0
0.25,0.016826180737140855,-0.0008978373241782143,-0.009356874574605004,-0.042202041088453573,0.041826630717050825,0.0021684180699340816,-2.9748858925844237,0.07157049296133987,-1.103709748182367,0.02901592912575522,0.1755221557782466,0.03907869158520851,0.21664162694366448,0.08219506761764464,0.02077962866269756,-0.042202041088453573,0.041826630717050825,0.0021684180699340816,0.014942933494308672,-4.2229650884625635e-05,-0.012173106715451123,-0.06454885344528727,0.028042861752761637,0.02285755274255609,2.460806906848837,-0.06872301524693718,-0.13952661076386882,-0.005651696253944349,-2.9748858925844237,0.07157049296133987,-1.103709748182367,0.03907869158520851,0.0,0.0
0.30000000000000004,0.025101281543313265,-0.0024462564156581402,-0.011285108585970175,-0.04944537618996578,0.07155623924681564,-0.011674317064473297,-2.97156018327501,0.07141933065239921,-1.1053900509916033,0.02465617154074569,0.1832499534384068,0.036896220699167454,-1.1790194705187316,0.08326599411686343,0.4526955531558711,-0.04944537618996578,0.07155623924681564,-0.011674317064473297,0.022678752268710932,-0.001331629380173412,-0.01572619280351298,-0.04067769768527687,0.014943975751734345,0.01440711111569369,2.43508037877152,-0.02352332819382867,-0.13582305664306793,-0.004135201786296658,-2.97156018327501,0.07141933065239921,-1.1053900509916033,0.036896220699167454,0.0,0.0
0.35000000000000003,0.03183698251302308,-0.004806819230546716,-0.012997076803049169,-0.03748486016258684,0.09380634396965844,-0.02754678132449219,-2.967929961956494,0.06997762664987096,-1.10762544580274,0.024387610866497773,0.19189101824075983,0.03328964579833485,0.06035054457834855,0.334376448369008,0.15423960130428677,-0.03748486016258684,0.09380634396965844,-0.02754678132449219,0.028885724666887328,-0.003528990915808452,-0.018941597230935102,-0.06884068474673594,0.03273131344535638,0.016247912390864844,2.3739708472485197,-0.038358552333914095,-0.1319857085963149,-0.0024657099412766486,-2.967929961956494,0.06997762664987096,-1.10762544580274,0.03328964579833485,0.0,0.0
0.4,0.040317192581410255,-0.015278402039436272,-0.017742278922916386,0.0023730488236163843,0.11681508544775748,-0.046523701479342344,-2.963595190296256,0.06829175237330944,-1.110154652103529,0.024678815623039703,0.2026021742694331,0.0285351013940026,0.03316328067697656,-0.2313468573163147,-0.2144680854473486,0.0023730488236163843,0.11681508544775748,-0.046523701479342344,0.0362563920053377,-0.013807117109395738,-0.025855978105390854,-0.04419256345468038,0.030986223388537546,0.009230108988525084,2.31839286586309,-0.024493315000695987,-0.12783519722377296,-0.0004410149394522239,-2.963595190296256,0.06829175237330944,-1.110154652103529,0.0285351013940026,0.0,0.0
0.45,0.04748395437256395,-0.013451721619023116,-0.017827600277340906,-0.0002931773467452834,0.13621977816126238,-0.05623946284011464,-2.9586162053278273,0.06734566571386592,-1.1128622503859962,0.022088216040845154,0.2145416955290739,0.023540769854160717,0.2543641973995656,-0.2117269633047037,-0.08787534727429903,-0.0002931773467452834,0.13621977816126238,-0.05623946284011464,0.04283302711753624,-0.012049801755984031,-0.027814243376550148,-0.03745918727599431,0.03528364443289737,0.004322478646451359,2.2529958052799475,0.026119061698432033,-0.11999770594647963,0.0020239419800969945,-2.9586162053278273,0.06734566571386592,-1.1128622503859962,0.023540769854160717,0.0,0.0
0.5,0.05792715121517584,-0.01555489742249052,-0.019768292052780162,0.016308475416304754,0.1594114093129998,-0.06895596845387635,-2.953301292527727,0.06555436236535293,-1.1157901214634818,0.023404169363587773,0.22673037087286163,0.01826996398092573,0.12647601517526855,-0.17479703322547951,-0.10151278075258262,0.016308475416304754,0.1594114093129998,-0.06895596845387635,0.05218719455578854,-0.014136973473250901,-0.03263338410013488,-0.039097675302068056,0.04238777236209082,0.0006874735962836377,2.1885523289582385,0.014913554419685615,-0.11719466176889023,0.0035419561870670435,-2.953301292527727,0.06555436236535293,-1.1157901214634818,0.01826996398092573,0.0,0.0
0.55,0.07708275033037726,-0.024303436525803045,-0.02331955930243922,0.06220071050862942,0.18735201715440886,-0.08504010814006509,-2.9477666926411206,0.06300092454532172,-1.1187077847960385,0.028170735338196744,0.23752083208372418,0.013154387104250612,4.223069553686334,-1.4563830830249624,-1.3405506393563735,0.06220071050862942,0.18735201715440886,-0.08504010814006509,0.06957768303820436,-0.02272369204988074,-0.041458281611474794,-0.061528424699334276,0.0899533535530051,-0.01434160537891622,2.114767334845486,0.036634958866484824,-0.11209580940644354,0.005402209872966566,-2.9477666926411206,0.06300092454532172,-1.1187077847960385,0.013154387104250612,0.0,0.0
