time,vx,vy,vz,wx,wy,wz,x,y,z,phi,theta,psi,vxdot,vydot,vzdot,wxdot,wydot,wzdot,xdot,ydot,zdot,phidot,thetadot,psidot,fx,fy,fz,tauz,x_error,y_error,z_error,psi_error,solve_time,metadata
0.0,0.0016551587166613313,-0.000340541381470198,-0.00023797310423137773,0.01047448800862396,0.0003993283110563988,0.004107274777204999,-2.9563960552215574,0.362766832113266,-1.0035142064094542,-0.2274030196955304,-0.829831682356373,0.9725612425545735,0.3509726403401157,-0.07221102520050442,-0.05046165535743602,0.01047448800862396,0.0003993283110563988,0.004107274777204999,0.0010121334681552963,0.0008006825075834176,0.0011165318503567178,0.006198964041437157,0.0013150252315241194,0.0057948238135355976,0.0,0.0,0.0,0.0,-2.9563960552215574,0.362766832113266,-1.0035142064094542,0.9725612425545735,0.0,0.05
0.05,0.001468744050807931,9.760395606927687e-05,0.00020815428822663508,0.011096959094660772,0.0034419650201383757,0.002452419038575883,-2.9563006254673003,0.36293337151408195,-1.0032169902443884,-0.22595759698022988,-0.8290135060848725,0.9729442473655243,-0.025332178984260746,-0.0050441548038462946,0.00038302609979396195,0.011096959094660772,0.0034419650201383757,0.002452419038575883,0.00036624825402556464,0.0007896675292739794,0.0012051353601835583,0.009661835395531327,0.0007029805548486411,0.0029734445524381256,0.0,0.0,0.0,0.0,-2.9563006254673003,0.36293337151408195,-1.0032169902443884,0.9729442473655243,0.0,529.0
0.1,0.002709397840312488,0.0003429308583253829,0.00043287921583402264,0.02133429936502956,0.0075739180992738745,0.004693186000633767,-2.9562796338897224,0.3635907558096945,-1.0025988713374971,-0.22370805971103697,-0.8271544163416084,0.9730772446254645,-0.11974864816521477,-0.09988501499086061,-0.11772113520605317,0.02133429936502956,0.0075739180992738745,0.004693186000633767,0.0005330949177571407,0.0015478861590462716,0.0022283807783853556,0.009330257701103134,0.0039039095918638337,0.0023962900603177583,0.0,0.0,0.0,0.0,-2.9562796338897224,0.3635907558096945,-1.0025988713374971,0.9730772446254645,0.0,0.0
0.15000000000000002,0.004632990902502194,0.0008913085603708646,0.0012192952444334787,0.024535084838999747,0.00884350768947906,0.005477121430525332,-2.956288973381354,0.36380098048683096,-1.001986037637988,-0.22237709790994512,-0.8264620061495701,0.9737050395506415,-0.5313132716581738,-0.04864614137150479,-0.10653376499714243,0.024535084838999747,0.00884350768947906,0.005477121430525332,0.00041288775112002514,0.0026318372875754523,0.004080278512829621,0.027214688793358713,0.00828350626624944,0.0060135746784506896,0.0,0.0,0.0,0.0,-2.956288973381354,0.36380098048683096,-1.001986037637988,0.9737050395506415,0.0,0.0
0.2,0.005184875785501813,0.0012875095786026,0.0012342581379535325,0.02501726951843095,0.00851169179138114,0.006198798874828229,-2.955984564374994,0.36441834153283703,-1.0011016908572754,-0.22260201807566155,-0.8248395035615189,0.9745905676305274,-0.03965893535769019,-0.03474170699970268,-0.029499717516008498,0.02501726951843095,0.00851169179138114,0.006198798874828229,0.0003320695691175865,0.003211011655791661,0.004432058768204361,0.027497590192116804,0.0032508423855050726,0.005853127465923363,0.0,0.0,0.0,0.0,-2.955984564374994,0.36441834153283703,-1.0011016908572754,0.9745905676305274,0.0,0.0
0.25,0.005528466975698196,0.003740501663972191,0.0006015274984314529,0.013243626268608257,0.0002654669727869551,-0.0009316627431763655,-2.9562697147831867,0.3650187208389954,-1.0010489286418145,-0.22316703903694726,-0.8257688495099309,0.9741451442667679,-0.1339839120687154,-0.4706560884268593,0.008679276934042248,0.013243626268608257,0.0002654669727869551,-0.0009316627431763655,-0.0009219329370872731,0.005371705103338324,0.0039002511551457972,0.016020074898762254,0.014384682551075495,0.006304292450055586,0.0,0.0,0.0,0.0,-2.9562697147831867,0.3650187208389954,-1.0010489286418145,0.9741451442667679,0.0,0.0
0.30000000000000004,0.005571796095871619,0.007589696475883587,-0.00022886699882578693,-0.0070829439839950065,-0.007311269102767253,-0.00867531605120328,-2.9567499429731843,0.36595598620499664,-1.0011391800599583,-0.22482300695418989,-0.8273324007400878,0.9727108179406301,-0.00996915845169372,0.4040293803938769,-0.11529966018642153,-0.0070829439839950065,-0.007311269102767253,-0.00867531605120328,-0.003155009392616064,0.008418836495172312,0.0028053328204012975,0.02249133748282274,0.015075050207408633,0.008550531601123025,0.0,0.0,0.0,0.0,-2.9567499429731843,0.36595598620499664,-1.0011391800599583,0.9727108179406301,0.0,0.0
0.35000000000000003,0.006429588729023082,0.007049284503251756,-0.0005586594178609318,-0.01154958783733853,-0.006268521883971326,-0.00801307621613279,-2.956883449590945,0.366327610399418,-1.0011379053767677,-0.22550476424962804,-0.8278568971695247,0.9721821603686847,0.04846880403301068,0.02112731141496664,-0.07301548349883871,-0.01154958783733853,-0.006268521883971326,-0.00801307621613279,-0.0022419418165376113,0.008684649475731637,0.0033007096134414753,0.026582245286000616,0.010498413185753288,0.00868586507779015,0.0,0.0,0.0,0.0,-2.956883449590945,0.366327610399418,-1.0011379053767677,0.9721821603686847,0.0,0.0
0.4,0.006234255512669179,0.00912919588521417,0.00015426295250971588,-0.009049108449816712,-0.017918144177122976,-0.004770944991593162,-2.957653318781717,0.3673509725313455,-1.0011111282921226,-0.22614991920407407,-0.830376201439138,0.9725952296074388,-0.06990887409376491,-0.26429260989867914,-0.01825724465589629,-0.009049108449816712,-0.017918144177122976,-0.004770944991593162,-0.0042235052461164855,0.009662023168501285,0.003322539404393168,0.026241117809981646,0.006546151822721178,0.006643592584299568,0.0,0.0,0.0,0.0,-2.957653318781717,0.3673509725313455,-1.0011111282921226,0.9725952296074388,0.0,0.0
0.45,0.0072163373308576926,0.010809698742751181,-0.0010959115160898158,-0.01816718891477916,-0.020519968878642162,-0.0112077739824592,-2.9579134952495556,0.36837656442958977,-1.0011608419226898,-0.2267304271224258,-0.8321854853820834,0.9714348189763715,0.014247254370309645,-0.08042004493309315,0.027038703078806733,-0.01816718891477916,-0.020519968878642162,-0.0112077739824592,-0.00429396491980793,0.011950000188637212,0.002980854607641,0.02469462256652502,0.005477410556067481,0.005263111747681578,0.0,0.0,0.0,0.0,-2.9579134952495556,0.36837656442958977,-1.0011608419226898,0.9714348189763715,0.0,0.0
0.5,0.012402538034708782,0.008039698258282631,-0.0011412169188917555,-0.030331422560996933,0.03169279611581194,-0.013831831144047606,-2.9571218620189694,0.3696305298384177,-1.0003987610161602,-0.22657347353970048,-0.8273192917347578,0.9655503833894657,0.08270364298303341,-0.14522949768018895,0.1600635692929401,-0.030331422560996933,0.03169279611581194,-0.013831831144047606,-0.00023330029174380534,0.012981478131673293,0.007154639776631374,0.009916239162732612,-0.002583939325597209,-0.003970918604850364,0.0,0.0,0.0,0.0,-2.9571218620189694,0.3696305298384177,-1.0003987610161602,0.9655503833894657,0.0,0.0
0.55,0.014639554706278956,0.002365933463980847,0.0007828005227259356,0.01946678120285864,0.12205495202856655,0.022544647106085496,-2.95504030369288,0.3692410953544543,-0.9979378101949437,-0.21240396745386558,-0.7949146313286685,0.9643850678915336,-0.09943707458066108,0.1491592847483942,-0.080857320422009,0.01946678120285864,0.12205495202856655,0.022544647106085496,0.0036988833751543343,0.009680536902842221,0.010636373764691403,0.005408195646538069,-0.004375534933651461,-0.006065301980162137,0.0,0.0,0.0,0.0,-2.95504030369288,0.3692410953544543,-0.9979378101949437,0.9643850678915336,0.0,0.0
0.6000000000000001,0.019424695682716358,-0.002592605907255748,0.002560232742881682,0.05756344584142656,0.2227441726300704,0.048342255517536174,-2.9515974068122097,0.3687184860617806,-0.994419196776287,-0.19344470802620767,-0.7356430542440687,0.9676819773204919,0.11327589266363379,-0.11738065322430247,0.04207613158706705,0.05756344584142656,0.2227441726300704,0.048342255517536174,0.008712634846769684,0.009032673970560502,0.015267481600533,0.0009467434475674445,-0.003352433483933213,-0.004978938448933331,0.0,0.0,0.0,0.0,-2.9515974068122097,0.3687184860617806,-0.994419196776287,0.9676819773204919,0.0,0.0
0.65,0.07119657683710529,-0.04463668721209606,0.007324919186037818,0.3137871280069188,1.3170688077270938,0.34720732245325575,-2.939880043926056,0.3645959568970917,-0.9839567377470007,-0.15443875240035787,-0.5745318404551376,0.9846782535264234,16.429116854661544,-9.181978275095107,-0.34434118183178664,0.3137871280069188,1.3170688077270938,0.34720732245325575,0.06462398025324091,0.019632229423117445,0.05053075878889147,-0.0070829439839950065,-0.007311269102767253,-0.00867531605120328,0.0,0.0,0.0,0.0,-2.939880043926056,0.3645959568970917,-0.9839567377470007,0.9846782535264234,0.0,0.0
0.7000000000000001,0.04045841888249231,-0.0351371978293818,0.01530891920440154,0.37312277479861483,1.1967265719107278,0.3751644053525332,-2.9341650338613627,0.3657197595170064,-0.9809616907395766,-0.14279696815947962,-0.45468323237562897,0.9911829640276695,-0.8546264528726285,0.08961872837824338,0.7651450637395607,0.37312277479861483,1.1967265719107278,0.3751644053525332,0.04233640058400372,0.005150380386276349,0.035874393436637335,-0.01154958783733853,-0.006268521883971326,-0.00801307621613279,0.0,0.0,0.0,0.0,-2.9341650338613627,0.3657197595170064,-0.9809616907395766,0.9911829640276695,0.0,0.0
0.75,0.05640587733061116,-0.07268673631484764,0.005768827508767131,0.5222908151936602,2.2306925414434686,0.6531860731356881,-2.9264146808936573,0.3656738400652344,-0.9804187894271673,-0.1301114271079867,-0.3126249180687476,0.9950228419126427,-8.482133218055843,8.003149553762572,8.191259906095974,0.5222908151936602,2.2306925414434686,0.6531860731356881,0.08651072936371691,0.00227527963827682,0.03176445831257668,-0.016276645061143867,-0.02431303106160306,-0.0033250351684782947,0.0,0.0,0.0,0.0,-2.9264146808936573,0.3656738400652344,-0.9804187894271673,0.9950228419126427,0.0,0.0
0.8,0.061938457881356566,-0.09902381104973469,0.00010154773594031365,0.491463579884591,2.7611896749340943,0.9391058419037934,-2.910457395834495,0.36467116420988954,-0.9824651236567287,-0.11346442029057147,-0.03130830941778336,1.0010699968911134,-1.5508155656567275,-1.6447223330206375,-0.9576727293184298,0.491463579884591,2.7611896749340943,0.9391058419037934,0.11603933615485451,-0.001232493352559798,0.013245809010905408,-0.015380135290388402,-0.012907052461404871,-0.007530590740701605,0.0,0.0,0.0,0.0,-2.910457395834495,0.36467116420988954,-0.9824651236567287,1.0010699968911134,0.0,0.0
0.8500000000000001,0.07421300885755838,-0.08908883035899193,0.0009669571765506055,0.25367539194681293,2.8791399444963073,1.0878846797097543,-2.9033988862007005,0.3667024536321436,-0.9853819260237008,-0.11794194971499891,0.12856495155336728,1.0007262549101132,-0.004903956931455652,-0.3835716026286165,-0.7614986720549131,0.25367539194681293,2.8791399444963073,1.0878846797097543,0.11489712803393687,0.015511685935222223,0.0018338357632869682,-0.009049108449816712,-0.017918144177122976,-0.004770944991593162,0.0,0.0,0.0,0.0,-2.9033988862007005,0.3667024536321436,-0.9853819260237008,1.0007262549101132,0.0,0.0
0.9,0.07969440895546108,-0.09668078159225435,-0.00031205471344714964,-0.2406404325501655,3.009095419450478,1.2463286065177117,-2.892778709887416,0.3669481226591306,-0.9934002593660003,-0.12315049359996202,0.3708239658092293,1.0031061304830682,0.5552255600713474,-0.2069294811385139,-0.02812132395984041,-0.2406404325501655,3.009095419450478,1.2463286065177117,0.12312259177527814,0.014549962730223675,-0.018099605113950982,-0.009850895821183741,-0.02393521560111857,-0.009255248831936586,0.0,0.0,0.0,0.0,-2.892778709887416,0.3669481226591306,-0.9934002593660003,1.0031061304830682,0.0,0.0
0.9500000000000001,0.08746502613428908,-0.11142031237808545,-0.007583485317527957,-0.726229605962247,3.257090254859727,1.3066852684139838,-2.8874571593626412,0.3679909762357854,-0.9991272759365617,-0.13336668819562833,0.5196283722756699,1.0029435697889941,3.1777583672793877,-4.508576209424506,-3.268900077866211,-0.726229605962247,3.257090254859727,1.3066852684139838,0.13673068485131754,0.007126123632022355,-0.03709533985198124,-0.016144022433565074,-0.022961302555941147,-0.0221389616096719,0.0,0.0,0.0,0.0,-2.8874571593626412,0.3679909762357854,-0.9991272759365617,1.0029435697889941,0.0,0.0
1.0,0.07376366324936168,-0.08861420658552285,0.001444869831850956,-1.4974514532818897,2.8834374668145544,1.2880850110314979,-2.8820459320534284,0.3694059761985714,-1.0089140873736921,-0.16127676240593591,0.7160235993344432,1.0109638729249266,-0.49048693913890595,0.5727233246333664,-0.228093291050623,-1.4974514532818897,2.8834374668145544,1.2880850110314979,0.10892489329205338,0.009537085845128407,-0.03660676014721031,-0.032715110996641754,-0.016546525166503484,-0.015331045442953198,0.0,0.0,0.0,0.0,-2.8820459320534284,0.3694059761985714,-1.0089140873736921,1.0109638729249266,0.0,0.0
1.05,0.0911946265507364,-0.08915823361387969,-0.009862890851896875,-2.0940031494450713,2.771906367742887,1.263570597611037,-2.8794164889159353,0.3690073895705004,-1.014810245365585,-0.1787576400718045,0.8251193406873554,1.0163313807995793,0.6860519026548336,0.2958562926457277,-0.7338295347417891,-2.0940031494450713,2.771906367742887,1.263570597611037,0.11103673209731608,0.009326393841344132,-0.06282348010017309,-0.030331422560996933,0.03169279611581194,-0.013831831144047606,0.0,0.0,0.0,0.0,-2.8794164889159353,0.3690073895705004,-1.014810245365585,1.0163313807995793,0.0,0.0
1.1,0.08492776388892329,-0.08585637016455863,-0.0010960841899356464,-2.8588966745118185,2.395495608053165,1.1887964321815954,-2.8754548339715043,0.37018562080910333,-1.0232224350753898,-0.22056347217858688,0.9496474250589819,1.0353017559584075,-1.3962051690623838,0.43344594734829167,0.5164222520287112,-2.8588966745118185,2.395495608053165,1.1887964321815954,0.10482599390418544,0.012024753724481968,-0.05875507703529181,0.03092433717896223,0.13391591852104834,-0.006852634304381603,0.0,0.0,0.0,0.0,-2.8754548339715043,0.37018562080910333,-1.0232224350753898,1.0353017559584075,0.0,0.0
