time,vx,vy,vz,wx,wy,wz,x,y,z,phi,theta,psi,vxdot,vydot,vzdot,wxdot,wydot,wzdot,xdot,ydot,zdot,phidot,thetadot,psidot,fx,fy,fz,tauz,x_ref,y_ref,z_ref,psi_ref,x_error,y_error,z_error,psi_error,solve_time,metadata
0.033,0.00017322556528106002,-0.005830149490693466,0.011413226923565377,0.045307153714153,0.0013461674226258153,0.0,0.800000011920929,0.0,-1.2999999523162842,0.0,0.0,0.0,0.005249259553971515,-0.17667119668768078,0.3458553613201629,1.3729440519440304,0.04079295220078228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011550000000000002,-0.03887314583632772,0.062046451820837234,0.0,0.8,0.0,-1.3,0.0,0.7998267863556479,0.005830149490693466,-1.3114131792398496,-0.045307153714153,5125022678,757.0
0.066,0.00034572009445882064,-0.011635694935451711,0.022736382068765812,0.0904146784290008,0.002686403462822014,0.0,0.8000057283645833,-0.00019239493319288438,-1.2996233158278065,0.0014951360725670491,4.442352494665191e-05,0.0,0.005227106944780624,-0.17592561953812866,0.34312591349092225,1.3668946883287214,0.04061321333927875,0.0,0.00017322556528106002,-0.005830149490693466,0.011413226923565377,0.045307153714153,0.0013461674226258153,0.0,0.0011550000000000002,-0.03887314583632772,0.062046451820837234,0.0,0.79999316,0.0033175123,-1.3,0.0,0.799647437292321,0.014953207274432744,-1.32273633438505,-0.0904146784290008,5125022678,0.033
0.099,-2.281192447533073e-05,-0.006964452685825767,0.018327477658987533,0.053725046617587716,-0.00018907082312120743,0.00018708125751589077,0.8000171704331461,-0.0005774942379713562,-1.298873590664762,0.004478820466612224,0.00013307474013280997,1.325457285981784e-07,-0.011167636937398525,0.14155279544321042,-0.13360316393267516,-1.1118070245882754,-0.08713558442252187,0.005669129015633053,0.0003467293503910286,-0.01166967590237793,0.02271894433468558,0.09041467860742955,0.002686400460186608,4.01653723024783e-06,-0.0024441323685651896,0.030705300040765708,-0.02310874178347272,3.3e-05,0.7999725,0.006634968,-1.3,0.0,0.799995286499518,0.01359942055311078,-1.3183274299752716,-0.053725046617587716,6005372,"[[30]
 [30]
 [30]
 [20]]"
0.132,-0.000387633538305796,-0.0023728534944799772,0.013930004180540254,0.01617215612661222,-0.003082422634799957,0.0003732482883608836,0.8000164980171812,-0.0008100276834025383,-1.2982698192234898,0.006251747822826701,0.00012680781483113287,6.278220582077803e-06,-0.011055200419105009,0.1391393694347209,-0.13325677207415995,-1.137966378514409,-0.08767732762662878,0.005641425177120994,-2.0376241361071377e-05,-0.007046468043369156,0.01829610428097349,0.053725071400438675,-0.00018990682732354818,0.00018623257131756437,-0.0024441323685651896,0.030705300040765708,-0.02310874178347272,3.3e-05,0.79993814,0.00995231,-1.3,0.0,0.8003257758379579,0.012325163035884225,-1.3139299564968245,-0.01617215612661222,6005372,0
0.165,-0.0007926342276779878,0.002186637604236376,0.013843686444401737,-0.021988397306673443,-0.006286488337692899,0.0003701703803559682,0.8000037648492498,-0.0008912042465335164,-1.2978106259851325,0.006785430456250738,2.501285221916794e-05,1.7959250173519188e-05,-0.012272748162793688,0.13816639693079857,-0.002615688973894479,-1.1563804070692625,-0.0970929000876649,-9.326993954289011e-05,-0.00038585357367780884,-0.002459895852453883,0.013914946616890576,0.0161722010128496,-0.0030846958367262097,0.000353970593680042,-0.002723480408588328,0.03084702513942044,0.00019090686938141865,-2.2118429351208158e-07,0.79989,0.013269479,-1.3,0.0,0.8006826159743515,0.011082841782272089,-1.313843638760686,0.021988397306673443,5842838,0
0.198,-0.0011968465946181248,0.006716376105984568,0.013758846003501005,-0.06016289161538846,-0.009441650605507189,0.00036710751343868516,0.7999776181184239,-0.0008221471798039168,-1.2973533045688805,0.0060598136154615834,-0.0001825193747561899,2.8766936844247804e-05,-0.012248859604246575,0.13726480308327854,-0.0025709224515373255,-1.1568028578398488,-0.09561097781255426,-9.28141490085769e-05,-0.0007923251765426206,0.002092638385745443,0.013858224734906744,-0.021988389114822853,-0.006288855362889632,0.0003275056566887459,-0.002723480408588328,0.03084702513942044,0.00019090686938141865,-2.2118429351208158e-07,0.79982805,0.016586421,-1.3,0.0,0.8010248991153701,0.009870044951597334,-1.3137587983197851,0.06016289161538846,5842838,0
0.231,-0.0015915051142527427,0.011252894146401312,0.013510980680978167,-0.0980802167586827,-0.012433340283039714,0.0003293270415488368,0.799938032769761,-0.000603263368977379,-1.2968979351122492,0.0040744363256642845,-0.0004941615354925218,3.899319086756146e-05,-0.011959349079836906,0.13747024364899224,-0.007511070379479965,-1.1490098528270982,-0.09065726295553106,-0.0011448627845408589,-0.0011995560200860455,0.00663284275231933,0.013799074443375732,-0.06016294817567573,-0.009443701840494905,0.0003098864855549592,-0.0026560095165969917,0.030984073309819567,-0.0007814594874421718,-6.347799592228192e-06,0.7997524,0.019903079,-1.3,0.0,0.8013439193407847,0.008650184528868768,-1.3135109329972623,0.0980802167586827,5780993,0
0.264,-0.0019882054013878256,0.015792162361543405,0.013294609916394265,-0.1351509453258814,-0.015305329790095417,0.00029173119486142424,0.7998852776245858,-0.0002337396340911599,-1.2964505894390455,0.0008377846283353836,-0.000904502639139555,4.8189156619908376e-05,-0.012021220822275245,0.13755358227703315,-0.006556689835875788,-1.1233554111272332,-0.08702998506229405,-0.0011392680814367444,-0.001598640762886827,0.011197688935946032,0.013555929491023449,-0.09808035446451215,-0.012434578898394947,0.0002786656288589975,-0.0026560095165969917,0.030984073309819567,-0.0007814594874421718,-6.347799592228192e-06,0.799663,0.023219394,-1.3,0.0,0.8016512126607567,0.007427231204707396,-1.3132945622326784,0.1351509453258814,5780993,0
0.29700000000000004,-0.0023824894402726506,0.02026840314689593,0.013139316488610274,-0.17031315202122382,-0.0179796364848698,0.0002577882365304948,0.7998192445575759,0.00028703080486517345,-1.2960114903863598,-0.0036222048924463407,-0.0014095864104207135,5.739314167529901e-05,-0.011948001178328034,0.13564366016219767,-0.004705861447999762,-1.0655214150103762,-0.08103959681134498,-0.0010285744948766492,-0.0020010020306040193,0.01578092239261616,0.013306031899566794,-0.1351511975994462,-0.015305568826701768,0.0002789086380421405,-0.0026175674128754603,0.030436685796364472,-0.0006928785839001899,-5.735859844706428e-06,0.7995598,0.026535308,-1.3,0.0,0.8019422614548906,0.006266904841628507,-1.3131392688048944,0.17031315202122382,5813607,0
0.33,-0.0027813808640356095,0.024779829069261676,0.013039793952108917,-0.20379539162089041,-0.02046960621581528,0.00022401115028214248,0.7997399762327728,0.000957449747885469,-1.2955804297726465,-0.009242553929860146,-0.00200287970801231,6.804925915910196e-05,-0.012087618901907852,0.1367098764353256,-0.0030158344394350476,-1.014613321202018,-0.07545362821046904,-0.0010235480681318884,-0.0024020704485778832,0.02031572554606956,0.013062442839791605,-0.17031360719435773,-0.01797858477550293,0.0003229126510243316,-0.0026175674128754603,0.030436685796364472,-0.0006928785839001899,-5.735859844706428e-06,0.79944295,0.029850764,-1.3,0.0,0.8022243277748937,0.005070935130829686,-1.3130397462683931,0.20379539162089041,5813607,0
